****** PSID DATA CENTER ************************* 
****** Variable labels for JobID = 350695 ******* 

Variable    Labels
ER69333    HEHC OTR RPT: RESP DIS AGE 15--RP       
ER69334    HEHC OTR RPT: RESP DIS AGE 16--RP       
ER69335    HEHC OTR RPT: RESP DIS AGE 17+--RP      
ER69336    HEHC OTR RPT: AGE END RESP DIS--RP      
ER69337    HEHC OTR RPT: SPCH IMPAIR B4 AGE 1--RP  
ER69338    HEHC OTR RPT: SPCH IMPAIR AGE 1--RP     
ER69339    HEHC OTR RPT: SPCH IMPAIR AGE 2--RP     
ER69340    HEHC OTR RPT: SPCH IMPAIR AGE 3--RP     
ER69341    HEHC OTR RPT: SPCH IMPAIR AGE 4--RP     
ER69342    HEHC OTR RPT: SPCH IMPAIR AGE 5--RP     
ER69343    HEHC OTR RPT: SPCH IMPAIR AGE 6--RP     
ER69344    HEHC OTR RPT: SPCH IMPAIR AGE 7--RP     
ER69345    HEHC OTR RPT: SPCH IMPAIR AGE 8--RP     
ER69346    HEHC OTR RPT: SPCH IMPAIR AGE 9--RP     
ER69347    HEHC OTR RPT: SPCH IMPAIR AGE 10--RP    
ER69348    HEHC OTR RPT: SPCH IMPAIR AGE 11--RP    
ER69349    HEHC OTR RPT: SPCH IMPAIR AGE 12--RP    
ER69350    HEHC OTR RPT: SPCH IMPAIR AGE 13--RP    
ER69351    HEHC OTR RPT: SPCH IMPAIR AGE 14--RP    
ER69352    HEHC OTR RPT: SPCH IMPAIR AGE 15--RP    
ER69353    HEHC OTR RPT: SPCH IMPAIR AGE 16--RP    
ER69354    HEHC OTR RPT: SPCH IMPAIR AGE 17+--RP   
ER69355    HEHC OTR RPT: AGE END SPCH IMPAIR--RP   
ER69356    HEHC OTR RPT: ALLERGY B4 AGE 1--RP      
ER69357    HEHC OTR RPT: ALLERGY AGE 1--RP         
ER69358    HEHC OTR RPT: ALLERGY AGE 2--RP         
ER69359    HEHC OTR RPT: ALLERGY AGE 3--RP         
ER69360    HEHC OTR RPT: ALLERGY AGE 4--RP         
ER69361    HEHC OTR RPT: ALLERGY AGE 5--RP         
ER69362    HEHC OTR RPT: ALLERGY AGE 6--RP         
ER69363    HEHC OTR RPT: ALLERGY AGE 7--RP         
ER69364    HEHC OTR RPT: ALLERGY AGE 8--RP         
ER69365    HEHC OTR RPT: ALLERGY AGE 9--RP         
ER69366    HEHC OTR RPT: ALLERGY AGE 10--RP        
ER69367    HEHC OTR RPT: ALLERGY AGE 11--RP        
ER69368    HEHC OTR RPT: ALLERGY AGE 12--RP        
ER69369    HEHC OTR RPT: ALLERGY AGE 13--RP        
ER69370    HEHC OTR RPT: ALLERGY AGE 14--RP        
ER69371    HEHC OTR RPT: ALLERGY AGE 15--RP        
ER69372    HEHC OTR RPT: ALLERGY AGE 16--RP        
ER69373    HEHC OTR RPT: ALLERGY AGE 17+--RP       
ER69374    HEHC OTR RPT: AGE END ALLERGY--RP       
ER69375    HEHC OTR RPT: HEART TRBL B4 AGE 1--RP   
ER69376    HEHC OTR RPT: HEART TRBL AGE 1--RP      
ER69377    HEHC OTR RPT: HEART TRBL AGE 2--RP      
ER69378    HEHC OTR RPT: HEART TRBL AGE 3--RP      
ER69379    HEHC OTR RPT: HEART TRBL AGE 4--RP      
ER69380    HEHC OTR RPT: HEART TRBL AGE 5--RP      
ER69381    HEHC OTR RPT: HEART TRBL AGE 6--RP      
ER69382    HEHC OTR RPT: HEART TRBL AGE 7--RP      
ER69383    HEHC OTR RPT: HEART TRBL AGE 8--RP      
ER69384    HEHC OTR RPT: HEART TRBL AGE 9--RP      
ER69385    HEHC OTR RPT: HEART TRBL AGE 10--RP     
ER69386    HEHC OTR RPT: HEART TRBL AGE 11--RP     
ER69387    HEHC OTR RPT: HEART TRBL AGE 12--RP     
ER69388    HEHC OTR RPT: HEART TRBL AGE 13--RP     
ER69389    HEHC OTR RPT: HEART TRBL AGE 14--RP     
ER69390    HEHC OTR RPT: HEART TRBL AGE 15--RP     
ER69391    HEHC OTR RPT: HEART TRBL AGE 16--RP     
ER69392    HEHC OTR RPT: HEART TRBL AGE 17+--RP    
ER69393    HEHC OTR RPT: AGE END HEART TRBL--RP    
ER69394    HEHC OTR RPT: EAR PROBS B4 AGE 1--RP    
ER69395    HEHC OTR RPT: EAR PROBS AGE 1--RP       
ER69396    HEHC OTR RPT: EAR PROBS AGE 2--RP       
ER69397    HEHC OTR RPT: EAR PROBS AGE 3--RP       
ER69398    HEHC OTR RPT: EAR PROBS AGE 4--RP       
ER69399    HEHC OTR RPT: EAR PROBS AGE 5--RP       
ER69400    HEHC OTR RPT: EAR PROBS AGE 6--RP       
ER69401    HEHC OTR RPT: EAR PROBS AGE 7--RP       
ER69402    HEHC OTR RPT: EAR PROBS AGE 8--RP       
ER69403    HEHC OTR RPT: EAR PROBS AGE 9--RP       
ER69404    HEHC OTR RPT: EAR PROBS AGE 10--RP      
ER69405    HEHC OTR RPT: EAR PROBS AGE 11--RP      
ER69406    HEHC OTR RPT: EAR PROBS AGE 12--RP      
ER69407    HEHC OTR RPT: EAR PROBS AGE 13--RP      
ER69408    HEHC OTR RPT: EAR PROBS AGE 14--RP      
ER69409    HEHC OTR RPT: EAR PROBS AGE 15--RP      
ER69410    HEHC OTR RPT: EAR PROBS AGE 16--RP      
ER69411    HEHC OTR RPT: EAR PROBS AGE 17+--RP     
ER69412    HEHC OTR RPT: AGE END EAR PROBS--RP     
ER69413    HEHC OTR RPT: EPILEPSY B4 AGE 1--RP     
ER69414    HEHC OTR RPT: EPILEPSY AGE 1--RP        
ER69415    HEHC OTR RPT: EPILEPSY AGE 2--RP        
ER69416    HEHC OTR RPT: EPILEPSY AGE 3--RP        
ER69417    HEHC OTR RPT: EPILEPSY AGE 4--RP        
ER69418    HEHC OTR RPT: EPILEPSY AGE 5--RP        
ER69419    HEHC OTR RPT: EPILEPSY AGE 6--RP        
ER69420    HEHC OTR RPT: EPILEPSY AGE 7--RP        
ER69421    HEHC OTR RPT: EPILEPSY AGE 8--RP        
ER69422    HEHC OTR RPT: EPILEPSY AGE 9--RP        
ER69423    HEHC OTR RPT: EPILEPSY AGE 10--RP       
ER69424    HEHC OTR RPT: EPILEPSY AGE 11--RP       
ER69425    HEHC OTR RPT: EPILEPSY AGE 12--RP       
ER69426    HEHC OTR RPT: EPILEPSY AGE 13--RP       
ER69427    HEHC OTR RPT: EPILEPSY AGE 14--RP       
ER69428    HEHC OTR RPT: EPILEPSY AGE 15--RP       
ER69429    HEHC OTR RPT: EPILEPSY AGE 16--RP       
ER69430    HEHC OTR RPT: EPILEPSY AGE 17+--RP      
ER69431    HEHC OTR RPT: AGE END EPILEPSY--RP      
ER69432    HEHC OTR RPT: HEADACHE B4 AGE 1--RP     
ER69433    HEHC OTR RPT: HEADACHE AGE 1--RP        
ER69434    HEHC OTR RPT: HEADACHE AGE 2--RP        
ER69435    HEHC OTR RPT: HEADACHE AGE 3--RP        
ER69436    HEHC OTR RPT: HEADACHE AGE 4--RP        
ER69437    HEHC OTR RPT: HEADACHE AGE 5--RP        
ER69438    HEHC OTR RPT: HEADACHE AGE 6--RP        
ER69439    HEHC OTR RPT: HEADACHE AGE 7--RP        
ER69440    HEHC OTR RPT: HEADACHE AGE 8--RP        
ER69441    HEHC OTR RPT: HEADACHE AGE 9--RP        
ER69442    HEHC OTR RPT: HEADACHE AGE 10--RP       
ER69443    HEHC OTR RPT: HEADACHE AGE 11--RP       
ER69444    HEHC OTR RPT: HEADACHE AGE 12--RP       
ER69445    HEHC OTR RPT: HEADACHE AGE 13--RP       
ER69446    HEHC OTR RPT: HEADACHE AGE 14--RP       
ER69447    HEHC OTR RPT: HEADACHE AGE 15--RP       
ER69448    HEHC OTR RPT: HEADACHE AGE 16--RP       
ER69449    HEHC OTR RPT: HEADACHE AGE 17+--RP      
ER69450    HEHC OTR RPT: AGE END HEADACHE--RP      
ER69451    HEHC OTR RPT: STOM PROB B4 AGE 1--RP    
ER69452    HEHC OTR RPT: STOM PROB AGE 1--RP       
ER69453    HEHC OTR RPT: STOM PROB AGE 2--RP       
ER69454    HEHC OTR RPT: STOM PROB AGE 3--RP       
ER69455    HEHC OTR RPT: STOM PROB AGE 4--RP       
ER69456    HEHC OTR RPT: STOM PROB AGE 5--RP       
ER69457    HEHC OTR RPT: STOM PROB AGE 6--RP       
ER69458    HEHC OTR RPT: STOM PROB AGE 7--RP       
ER69459    HEHC OTR RPT: STOM PROB AGE 8--RP       
ER69460    HEHC OTR RPT: STOM PROB AGE 9--RP       
ER69461    HEHC OTR RPT: STOM PROB AGE 10--RP      
ER69462    HEHC OTR RPT: STOM PROB AGE 11--RP      
ER69463    HEHC OTR RPT: STOM PROB AGE 12--RP      
ER69464    HEHC OTR RPT: STOM PROB AGE 13--RP      
ER69465    HEHC OTR RPT: STOM PROB AGE 14--RP      
ER69466    HEHC OTR RPT: STOM PROB AGE 15--RP      
ER69467    HEHC OTR RPT: STOM PROB AGE 16--RP      
ER69468    HEHC OTR RPT: STOM PROB AGE 17+--RP     
ER69469    HEHC OTR RPT: AGE END STOM PROB--RP     
ER69470    HEHC OTR RPT: HGH BLOOD PR B4 AGE 1--RP 
ER69471    HEHC OTR RPT: HGH BLOOD PR AGE 1--RP    
ER69472    HEHC OTR RPT: HGH BLOOD PR AGE 2--RP    
ER69473    HEHC OTR RPT: HGH BLOOD PR AGE 3--RP    
ER69474    HEHC OTR RPT: HGH BLOOD PR AGE 4--RP    
ER69475    HEHC OTR RPT: HGH BLOOD PR AGE 5--RP    
ER69476    HEHC OTR RPT: HGH BLOOD PR AGE 6--RP    
ER69477    HEHC OTR RPT: HGH BLOOD PR AGE 7--RP    
ER69478    HEHC OTR RPT: HGH BLOOD PR AGE 8--RP    
ER69479    HEHC OTR RPT: HGH BLOOD PR AGE 9--RP    
ER69480    HEHC OTR RPT: HGH BLOOD PR AGE 10--RP   
ER69481    HEHC OTR RPT: HGH BLOOD PR AGE 11--RP   
ER69482    HEHC OTR RPT: HGH BLOOD PR AGE 12--RP   
ER69483    HEHC OTR RPT: HGH BLOOD PR AGE 13--RP   
ER69484    HEHC OTR RPT: HGH BLOOD PR AGE 14--RP   
ER69485    HEHC OTR RPT: HGH BLOOD PR AGE 15--RP   
ER69486    HEHC OTR RPT: HGH BLOOD PR AGE 16--RP   
ER69487    HEHC OTR RPT: HGH BLOOD PR AGE 17+--RP  
ER69488    HEHC OTR RPT: AGE END HGH BLD PR--RP    
ER69489    HEHC OTR RPT: DEPRESSION B4 AGE 1--RP   
ER69490    HEHC OTR RPT: DEPRESSION AGE 1--RP      
ER69491    HEHC OTR RPT: DEPRESSION AGE 2--RP      
ER69492    HEHC OTR RPT: DEPRESSION AGE 3--RP      
ER69493    HEHC OTR RPT: DEPRESSION AGE 4--RP      
ER69494    HEHC OTR RPT: DEPRESSION AGE 5--RP      
ER69495    HEHC OTR RPT: DEPRESSION AGE 6--RP      
ER69496    HEHC OTR RPT: DEPRESSION AGE 7--RP      
ER69497    HEHC OTR RPT: DEPRESSION AGE 8--RP      
ER69498    HEHC OTR RPT: DEPRESSION AGE 9--RP      
ER69499    HEHC OTR RPT: DEPRESSION AGE 10--RP     
ER69500    HEHC OTR RPT: DEPRESSION AGE 11--RP     
ER69501    HEHC OTR RPT: DEPRESSION AGE 12--RP     
ER69502    HEHC OTR RPT: DEPRESSION AGE 13--RP     
ER69503    HEHC OTR RPT: DEPRESSION AGE 14--RP     
ER69504    HEHC OTR RPT: DEPRESSION AGE 15--RP     
ER69505    HEHC OTR RPT: DEPRESSION AGE 16--RP     
ER69506    HEHC OTR RPT: DEPRESSION AGE 17+--RP    
ER69507    HEHC OTR RPT: AGE END DEPRESSION--RP    
ER69508    HEHC OTR RPT: DRUG/AL PROB B4 AGE 1--RP 
ER69509    HEHC OTR RPT: DRUG/AL PROB AGE 1--RP    
ER69510    HEHC OTR RPT: DRUG/AL PROB AGE 2--RP    
ER69511    HEHC OTR RPT: DRUG/AL PROB AGE 3--RP    
ER69512    HEHC OTR RPT: DRUG/AL PROB AGE 4--RP    
ER69513    HEHC OTR RPT: DRUG/AL PROB AGE 5--RP    
ER69514    HEHC OTR RPT: DRUG/AL PROB AGE 6--RP    
ER69515    HEHC OTR RPT: DRUG/AL PROB AGE 7--RP    
ER69516    HEHC OTR RPT: DRUG/AL PROB AGE 8--RP    
ER69517    HEHC OTR RPT: DRUG/AL PROB AGE 9--RP    
ER69518    HEHC OTR RPT: DRUG/AL PROB AGE 10--RP   
ER69519    HEHC OTR RPT: DRUG/AL PROB AGE 11--RP   
ER69520    HEHC OTR RPT: DRUG/AL PROB AGE 12--RP   
ER69521    HEHC OTR RPT: DRUG/AL PROB AGE 13--RP   
ER69522    HEHC OTR RPT: DRUG/AL PROB AGE 14--RP   
ER69523    HEHC OTR RPT: DRUG/AL PROB AGE 15--RP   
ER69524    HEHC OTR RPT: DRUG/AL PROB AGE 16--RP   
ER69525    HEHC OTR RPT: DRUG/AL PROB AGE 17+--RP  
ER69526    HEHC OTR RPT: AGE END DRUG/AL PROB--RP  
ER69527    HEHC OTR RPT: OTR PSYCH PROB B4 AGE 1-RP
ER69528    HEHC OTR RPT: OTR PSYCH PROB AGE 1--RP  
ER69529    HEHC OTR RPT: OTR PSYCH PROB AGE 2--RP  
ER69530    HEHC OTR RPT: OTR PSYCH PROB AGE 3--RP  
ER69531    HEHC OTR RPT: OTR PSYCH PROB AGE 4--RP  
ER69532    HEHC OTR RPT: OTR PSYCH PROB AGE 5--RP  
ER69533    HEHC OTR RPT: OTR PSYCH PROB AGE 6--RP  
ER69534    HEHC OTR RPT: OTR PSYCH PROB AGE 7--RP  
ER69535    HEHC OTR RPT: OTR PSYCH PROB AGE 8--RP  
ER69536    HEHC OTR RPT: OTR PSYCH PROB AGE 9--RP  
ER69537    HEHC OTR RPT: OTR PSYCH PROB AGE 10--RP 
ER69538    HEHC OTR RPT: OTR PSYCH PROB AGE 11--RP 
ER69539    HEHC OTR RPT: OTR PSYCH PROB AGE 12--RP 
ER69540    HEHC OTR RPT: OTR PSYCH PROB AGE 13--RP 
ER69541    HEHC OTR RPT: OTR PSYCH PROB AGE 14--RP 
ER69542    HEHC OTR RPT: OTR PSYCH PROB AGE 15--RP 
ER69543    HEHC OTR RPT: OTR PSYCH PROB AGE 16--RP 
ER69544    HEHC OTR RPT: OTR PSYCH PROB AGE 17+--RP
ER69545    HEHC OTR RPT: AGE END OTR PSYCH PROB--RP
ER69546    H24 WTR SPOUSE IN FU NOW                
ER69547    H1 HEALTH STATUS-SPOUSE                 
ER69548    H1A WTR HLTH BETTER/WORSE-SPOUSE        
ER69549    H1B WTR HEALTH BETTER-SPOUSE            
ER69550    H1C WTR HEALTH WORSE-SPOUSE             
ER69551    H2 WTR TYPE/AMT WORK LIMITED-SPOUSE     
ER69552    H3 WTR UNABLE TO DO SOME TYPES WORK-SP  
ER69553    H4 WTR LIMIT AMT WORK CAN DO-SPOUSE     
ER69554    H5A WTR HAD STROKE-SPOUSE               
ER69555    H5A WTR EDITED-SPOUSE                   
ER69556    H6A1 AGE AT FIRST STROKE-SPOUSE         
ER69557    H6A2 WTR SECOND STROKE-SPOUSE           
ER69558    H7A WTR STROKE LIMIT DAILY ACTIVITY-SP  
ER69559    H7A2 WTR TAKING MEDS FOR STROKE-SP      
ER69560    H5B WTR HEART ATTACK-SPOUSE             
ER69561    H5B WTR EDITED-SPOUSE                   
ER69562    H6B1 AGE AT FIRST HEART ATTACK-SP       
ER69563    H6B2 WTR SECOND HEART ATTACK-SP         
ER69564    H7B WTR HRT ATTACK LIMIT ACTIVITY-SP    
ER69565    H7B2 WTR TAKING MEDS FOR HEART ATTACK-SP
ER69566    H5C WTR HEART DISEASE-SPOUSE            
ER69567    H5C WTR EDITED-SPOUSE                   
ER69568    H6C1 AGE FIRST HAD HEART DISEASE-SP     
ER69569    H7C WTR HRT DISEASE LIMIT ACTIVITY-SP   
ER69570    H7C2 WTR TAKING MEDS HEART DISEASE-SP   
ER69571    H5D WTR HYPERTENSION-SPOUSE             
ER69572    H5D WTR EDITED-SPOUSE                   
ER69573    H6D1 AGE FIRST HAD HYPERTENSION-SP      
ER69574    H7D WTR HYPERTENSION LIMIT ACTIVITY-SP  
ER69575    H7D2 WTR TAKING MEDS FOR HYPERTENSION-SP
ER69576    H5E WTR ASTHMA-SPOUSE                   
ER69577    H5E WTR EDITED-SPOUSE                   
ER69578    H6E1 AGE FIRST HAD ASTHMA-SPOUSE        
ER69579    H7E WTR ASTHMA LIMIT DAILY ACTIVITY-SP  
ER69580    H7E2 WTR TAKING MEDS FOR ASTHMA-SP      
ER69581    H5F WTR LUNG DISEASE-SPOUSE             
ER69582    H5F WTR EDITED-SPOUSE                   
ER69583    H6F1 AGE FIRST HAD LUNG DISEASE-SP      
ER69584    H7F WTR LUNG DISEASE LIMIT ACTIVITY-SP  
ER69585    H7F2 WTR TAKING MEDS FOR LUNG DISEASE-SP
ER69586    H5G WTR DIABETES-SPOUSE                 
ER69587    H5G WTR EDITED-SPOUSE                   
ER69588    H6G1 AGE FIRST HAD DIABETES-SPOUSE      
ER69589    H7G WTR DIABETES LIMIT ACTIVITY-SP      
ER69590    H7G2 WTR TAKING MEDS FOR DIABETES-SP    
ER69591    H5H WTR ARTHRITIS-SPOUSE                
ER69592    H5H WTR EDITED-SPOUSE                   
ER69593    H6H1 AGE FIRST HAD ARTHRITIS-SPOUSE     
ER69594    H7H WTR ARTHRITIS LIMIT ACTIVITY-SP     
ER69595    H7H2 WTR TAKING MEDS FOR ARTHRITIS-SP   
ER69596    H5I WTR MENTAL LOSS-SPOUSE              
ER69597    H5I WTR EDITED-SPOUSE                   
ER69598    H6I1 AGE FIRST HAD MEMORY LOSS-SP       
ER69599    H7I WTR MEMORY LOSS LIMIT ACTIVITY-SP   
ER69600    H7I2 WTR TAKING MEDS FOR MEMORY LOSS-SP 
ER69601    H5J WTR LEARNING DISORDER-SPOUSE        
ER69602    H5J WTR EDITED-SPOUSE                   
ER69603    H6J1 AGE FIRST HAD LRNG DISORDER-SP     
ER69604    H7J WTR LRNG DISORDR LIMIT ACTIVITY-SP  
ER69605    H7J2 WTR TAKING MEDS FOR LRNG DISORDR-SP
ER69606    H5K WTR CANCER-SPOUSE                   
ER69607    H6K1 AGE FIRST HAD CANCER-SPOUSE        
ER69608    H6K3 WTR TREATING, RMSSN, OR CURED-SP   
ER69609    H6K4 TYPE OF CANCER MENTION 1-SPOUSE    
ER69610    H6K4 WTR EDITED (MEN 1)-SPOUSE          
ER69611    H6K4 TYPE OF CANCER MENTION 2-SPOUSE    
ER69612    H6K4 WTR EDITED (MEN 2)-SPOUSE          
ER69613    H7K WTR CANCER LIMIT ACTIVITY-SPOUSE    
ER69614    H5L WTR PSYCH PROBLEM-SPOUSE            
ER69615    H6L1 AGE FIRST HAD PSYCH PROB-SPOUSE    
ER69616    H6L2 TYPE OF PSYCH PROB MENTION 1-SP    
ER69617    H6L2 WTR EDITED (MEN1) -SPOUSE          
ER69618    H6L2 TYPE OF PSYCH PROB MENTION 2-SP    
ER69619    H6L2 WTR EDITED (MEN2) -SPOUSE          
ER69620    H6L2 TYPE OF PSYCH PROB MENTION 3-SP    
ER69621    H6L2 WTR EDITED (MEN3) -SPOUSE          
ER69622    H7L WTR PSYCH PROB LIMIT ACTIVITY-SP    
ER69623    H7L2 WTR TAKING MEDS FOR NERVES-SP      
ER69624    H5M WTR OTR CHRONIC CONDITION-SP        
ER69625    H6M1 TYPE OTR CHRONIC CONDITION-SP      
ER69626    H6M2 AGE FIRST HAD CHRON COND-SPOUSE    
ER69627    H7M WTR CHRON COND LIMIT ACTIVITY-SP    
ER69628    H7M2 WTR TAKING MEDS FOR OTR CHRON-SP   
ER69629    H5NCKPT WTR SPOUSE IS 65+               
ER69630    H5N2 WTR CHANGE IN MAKING DECISIONS-SP  
ER69631    H5N3 WTR CHNGE INTEREST IN ACTIVITIES-SP
ER69632    H5N4 WTR CHANGE IN REPEATING STORIES-SP 
ER69633    H5N5 WTR CHANGE IN LEARNING/USE TOOLS-SP
ER69634    H5N6 WTR CHANGE IN REMEMBERING DATES-SP 
ER69635    H5N7 WTR CHANGE HANDLING MONEY ISSUES-SP
ER69636    H5N8 WTR CHANGE IN REMEMBERING APPTS-SP 
ER69637    H5N9 WTR CHANGE IN THINKING/MEMORY-SP   
ER69638    H8 WTR HOSPITALIZED IN 2016-SPOUSE      
ER69639    H8A # NIGHTS HOSPITALIZED-SPOUSE        
ER69640    H8A # WEEKS HOSPITALIZED-SPOUSE         
ER69641    H8A3 WTR TROUBLE WALKING/CLIMBING-SP    
ER69642    H8A4 WTR TROUBLE BENDING/LIFTING-SP     
ER69643    H9A WTR PROBLEM BATHING-SPOUSE          
ER69644    H10A1 WTR SOMEONE HELPS BATHE-SP        
ER69645    H10A2 WTR NEED EQUIP TO BATHE-SP        
ER69646    H9B WTR PROBLEM DRESSING-SPOUSE         
ER69647    H10B1 WTR SOMEONE HELPS DRESS-SP        
ER69648    H10B2 WTR NEED EQUIP TO DRESS-SP        
ER69649    H9C WTR PROBLEM EATING-SPOUSE           
ER69650    H10C1 WTR SOMEONE HELPS EATNG-SP        
ER69651    H10C2 WTR NEED EQUIP TO EAT-SP          
ER69652    H9D WTR PROB GET IN/OUT BED/CHAIR-SP    
ER69653    H10D1 WTR SOMEONE HELPS BED/CHAIR-SP    
ER69654    H10D2 WTR NEED EQUIP FOR BED/CHAIR-SP   
ER69655    H9E WTR PROBLEM WALKING-SPOUSE          
ER69656    H10E1 WTR SOMEONE HELPS WALK-SP         
ER69657    H10E2 WTR NEED EQUIP TO WALK-SP         
ER69658    H9F WTR PROBLEM GETTING OUTSIDE-SP      
ER69659    H10F1 WTR SOMEONE HELPS GET OUT-SP      
ER69660    H10F2 WTR NEED EQUIP TO GO OUTSIDE-SP   
ER69661    H9G WTR PROBLEM USE TOILET-SP           
ER69662    H10G1 WTR SOMEONE HELPS TOILET-SP       
ER69663    H10G2 WTR NEED EQUIP TO USE TOILET-SP   
ER69664    H11A WTR DIFFICULT PREPARE MEALS-SP     
ER69665    H11B HEALTH/PHYSICAL PROBLEM?-SP        
ER69666    H11C WTR DIFFICULT SHOPPING-SP          
ER69667    H11D HEALTH/PHYSICAL PROBLEM?-SP        
ER69668    H11E WTR DIFFICULT MANAGE MONEY-SP      
ER69669    H11F HEALTH/PHYSICAL PROBLEM?-SP        
ER69670    H11G WTR TELEPHONE DIFFICULT-SP         
ER69671    H11H HEALTH/PHYSICAL PROBLEM?-SP        
ER69672    H11J WTR HEAVY HSWRK DIFFICULT-SP       
ER69673    H11K HEALTH/PHYSICAL PROBLEM?-SP        
ER69674    H11L WTR LIGHT HSWRK DIFFICULT-SP       
ER69675    H11M HEALTH/PHYSICAL PROBLEM?-SP        
ER69676    H12A FREQ OF HVY PHYSICAL ACTIVITY-SP   
ER69677    H12A TIME UNIT FOR HVY PHYS ACTIVITY-SP 
ER69678    H12B FREQ OF LITE PHYSICAL ACTIVITY-SP  
ER69679    H12B TIME UNIT FOR LITE PHYS ACTIVITY-SP
ER69680    H12C FREQ OF STRENGTH PHYS ACTIVITY-SP  
ER69681    H12C TIME UNIT STRNGTH PHYS ACTVTY-SP   
ER69682    H13 WTR SMOKE CIGARETTES-SP             
ER69683    H14 # CIGARETTES PER DAY-SP             
ER69684    H15 AGE WHEN FIRST SMOKED-SP            
ER69685    H16 WTR EVER SMOKED CIGARETTES-SP       
ER69686    H17 # CIGARETTES PER DAY-SP             
ER69687    H18 AGE LAST SMOKED REGULARLY-SP        
ER69688    H19 AGE FIRST SMOKED REGULARLY-SP       
ER69689    H20 WTR DRINK ALCOHOL-SPOUSE            
ER69690    H21A HOW OFTEN HAVE DRINKS-SP           
ER69691    H21B # ALCOHOLIC DRINKS PER DAY-SP      
ER69692    H21C # DAYS HAD 4-5 DRINKS-SPOUSE       
ER69693    H22 WEIGHT IN POUNDS--SPOUSE            
ER69694    H22 WEIGHT IN KILOS--SPOUSE             
ER69695    H23 HEIGHT-FEET--SPOUSE                 
ER69696    H23 HEIGHT-INCHES--SPOUSE               
ER69697    H23 HEIGHT IN METERS--SPOUSE            
ER69698    H25W HEALTH STATUS B4 AGE 17--SP        
ER69699    H26W WTR MISSED MO OR MORE SCHOOL--SP   
ER69700    H27W WTR MEASLES B4 AGE 17--SP          
ER69701    H28W WTR MUMPS B4 AGE 17--SP            
ER69702    H29W WTR CHICKEN POX B4 AGE 17--SP      
ER69703    H30W WTR DIFF SEEING B4 AGE 17--SP      
ER69704    H31W PARENTS SMOKED B4 SP AGE 17?--SP   
ER69705    H32W WTR ASTHMA B4 AGE 17--SP           
ER69706    H33W WTR DIABETES B4 AGE 17--SP         
ER69707    H34W WTR RESP DIS B4 AGE 17--SP         
ER69708    H35W WTR SPCH IMPAIR B4 AGE 17--SP      
ER69709    H36W WTR ALLERGY B4 AGE 17--SP          
ER69710    H37W WTR HEART TRBL B4 AGE 17--SP       
ER69711    H38W WTR EAR PROB B4 AGE 17--SP         
ER69712    H39W WTR EPILEPSY B4 AGE 17--SP         
ER69713    H40W WTR HEADACHE B4 AGE 17--SP         
ER69714    H41W WTR STOM PROB B4 AGE 17--SP        
ER69715    H42W WTR HGH BLOOD PR B4 AGE 17--SP     
ER69716    H43W WTR DEPRESSION B4 AGE 17--SP       
ER69717    H44W WTR DRUG/AL PROB B4 AGE 17--SP     
ER69718    H45W WTR OTR PSYCW PROB B4 AGE 17--SP   
ER69719    HEHC SLF RPT: YEAR 1ST REPORT--SP       
ER69720    HEHC SLF RPT: PAR SEP B4 AGE 1--SP      
ER69721    HEHC SLF RPT: PAR SEP AGE 1--SP         
ER69722    HEHC SLF RPT: PAR SEP AGE 2--SP         
ER69723    HEHC SLF RPT: PAR SEP AGE 3--SP         
ER69724    HEHC SLF RPT: PAR SEP AGE 4--SP         
ER69725    HEHC SLF RPT: PAR SEP AGE 5--SP         
ER69726    HEHC SLF RPT: PAR SEP AGE 6--SP         
ER69727    HEHC SLF RPT: PAR SEP AGE 7--SP         
ER69728    HEHC SLF RPT: PAR SEP AGE 8--SP         
ER69729    HEHC SLF RPT: PAR SEP AGE 9--SP         
ER69730    HEHC SLF RPT: PAR SEP AGE 10--SP        
ER69731    HEHC SLF RPT: PAR SEP AGE 11--SP        
ER69732    HEHC SLF RPT: PAR SEP AGE 12--SP        
ER69733    HEHC SLF RPT: PAR SEP AGE 13--SP        
ER69734    HEHC SLF RPT: PAR SEP AGE 14--SP        
ER69735    HEHC SLF RPT: PAR SEP AGE 15--SP        
ER69736    HEHC SLF RPT: PAR SEP AGE 16--SP        
ER69737    HEHC SLF RPT: MOVE B4 AGE 1--SP         
ER69738    HEHC SLF RPT: MOVE AGE 1--SP            
ER69739    HEHC SLF RPT: MOVE AGE 2--SP            
ER69740    HEHC SLF RPT: MOVE AGE 3--SP            
ER69741    HEHC SLF RPT: MOVE AGE 4--SP            
ER69742    HEHC SLF RPT: MOVE AGE 5--SP            
ER69743    HEHC SLF RPT: MOVE AGE 6--SP            
ER69744    HEHC SLF RPT: MOVE AGE 7--SP            
ER69745    HEHC SLF RPT: MOVE AGE 8--SP            
ER69746    HEHC SLF RPT: MOVE AGE 9--SP            
ER69747    HEHC SLF RPT: MOVE AGE 10--SP           
ER69748    HEHC SLF RPT: MOVE AGE 11--SP           
ER69749    HEHC SLF RPT: MOVE AGE 12--SP           
ER69750    HEHC SLF RPT: MOVE AGE 13--SP           
ER69751    HEHC SLF RPT: MOVE AGE 14--SP           
ER69752    HEHC SLF RPT: MOVE AGE 15--SP           
ER69753    HEHC SLF RPT: MOVE AGE 16--SP           
ER69754    HEHC SLF RPT: SCHOOL B4 AGE 1--SP       
